timestamp,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2019-06-10 13:55:00,6.66,6.68,6.68,6.66,228.0,0.02,0.3,6.672,6.684,6.695,443.4,513.5,531.95,0.01
2019-06-10 14:00:00,6.68,6.68,6.67,6.66,366.0,-0.01,-0.15,6.672,6.679,6.694,400.2,513.4,524.2,0.01
2019-06-10 14:05:00,6.67,6.67,6.65,6.65,657.0,-0.02,-0.3,6.664,6.672,6.6935,442.2,511.3,545.95,0.02
2019-06-10 14:10:00,6.65,6.66,6.65,6.65,516.3,0.0,0.0,6.662,6.667,6.692,457.26,505.83,562.17,0.02
2019-06-10 14:15:00,6.65,6.68,6.68,6.65,272.0,0.03,0.45,6.666,6.668,6.6915,407.86,456.03,561.77,0.01
2019-06-10 14:20:00,6.68,6.69,6.67,6.67,509.0,-0.01,-0.15,6.664,6.668,6.6895,464.06,453.73,551.82,0.02
2019-06-10 14:25:00,6.67,6.68,6.64,6.64,1206.0,-0.03,-0.45,6.658,6.665,6.685,632.06,516.13,581.12,0.04
2019-06-10 14:30:00,6.64,6.67,6.67,6.64,1177.5,0.03,0.45,6.662,6.663,6.6825,736.16,589.18,631.09,0.04
2019-06-10 14:35:00,6.67,6.67,6.64,6.63,830.0,-0.03,-0.45,6.66,6.661,6.6775,798.9,628.08,593.89,0.03
2019-06-10 14:40:00,6.64,6.64,6.62,6.62,1343.0,-0.02,-0.3,6.648,6.657,6.6725,1013.1,710.48,623.14,0.04
2019-06-10 14:45:00,6.62,6.62,6.53,6.53,5177.0,-0.09,-1.36,6.62,6.642,6.663,1946.7,1205.38,859.44,0.17
2019-06-10 14:50:00,6.54,6.58,6.53,6.53,2590.0,-0.01,-0.15,6.598,6.628,6.6535,2223.5,1427.78,970.59,0.08
2019-06-10 14:55:00,6.54,6.54,6.5,6.48,6431.0,-0.04,-0.61,6.564,6.613,6.6425,3274.2,2005.18,1258.24,0.21
2019-06-10 15:00:00,6.5,6.5,6.49,6.48,1644.0,-0.01,-0.15,6.534,6.597,6.632,3437.0,2117.95,1311.89,0.05
2019-06-11 09:35:00,6.57,6.57,6.54,6.53,1859.34,-0.03,-0.46,6.518,6.583,6.6255,3540.27,2276.68,1366.36,0.06
2019-06-11 09:40:00,6.53,6.6,6.6,6.53,1616.0,0.07,1.07,6.532,6.576,6.622,2828.07,2387.38,1420.56,0.05
2019-06-11 09:45:00,6.6,6.64,6.61,6.58,1978.0,0.01,0.15,6.548,6.573,6.619,2705.67,2464.58,1490.36,0.06
2019-06-11 09:50:00,6.62,6.7,6.64,6.61,3516.0,0.02,0.3,6.576,6.57,6.6165,2122.67,2698.43,1643.81,0.11
2019-06-11 09:55:00,6.64,6.66,6.64,6.62,934.0,0.0,0.0,6.606,6.57,6.6155,1980.67,2708.83,1668.46,0.03
2019-06-11 10:00:00,6.64,6.66,6.65,6.63,1183.5,0.01,0.15,6.628,6.573,6.615,1845.5,2692.88,1701.68,0.04
2019-06-11 10:05:00,6.65,6.68,6.67,6.65,937.0,0.02,0.3,6.642,6.587,6.6145,1709.7,2268.88,1737.13,0.03
2019-06-11 10:10:00,6.66,6.68,6.67,6.66,726.0,0.01,0.15,6.654,6.601,6.6145,1459.3,2082.48,1755.13,0.02
2019-06-11 10:15:00,6.67,6.75,6.74,6.67,2092.0,0.07,1.05,6.674,6.625,6.619,1174.5,1648.58,1826.88,0.07
2019-06-11 10:20:00,6.74,6.83,6.77,6.72,5467.91,0.03,0.45,6.7,6.653,6.625,2081.28,2030.98,2074.46,0.18
2019-06-11 10:25:00,6.77,6.8,6.79,6.75,1019.0,0.02,0.3,6.728,6.678,6.6305,2048.38,1946.94,2111.81,0.03
2019-06-11 10:30:00,6.79,6.81,6.81,6.76,1649.83,0.02,0.29,6.756,6.699,6.6375,2190.95,1950.32,2168.85,0.05
2019-06-11 10:35:00,6.81,6.81,6.8,6.79,2543.0,-0.01,-0.15,6.782,6.718,6.6455,2554.35,2006.82,2235.7,0.08
2019-06-11 10:40:00,6.8,6.84,6.82,6.79,2223.0,0.02,0.29,6.798,6.736,6.653,2580.55,1877.52,2287.98,0.07
2019-06-11 10:45:00,6.83,6.84,6.8,6.8,968.0,-0.03,-0.44,6.804,6.752,6.661,1680.57,1880.92,2294.88,0.03
2019-06-11 10:50:00,6.81,6.81,6.8,6.76,545.0,-0.01,-0.15,6.806,6.767,6.67,1585.77,1817.07,2254.98,0.02
2019-06-11 10:55:00,6.8,6.82,6.82,6.79,376.29,0.02,0.29,6.808,6.782,6.6845,1331.06,1761.0,2014.94,0.01
2019-06-11 11:00:00,6.82,6.83,6.83,6.8,1347.71,0.01,0.15,6.814,6.798,6.6995,1092.0,1823.17,1952.83,0.04
2019-06-11 11:05:00,6.83,6.83,6.82,6.81,699.0,-0.01,-0.15,6.814,6.806,6.7155,787.2,1683.87,1666.23,0.02
2019-06-11 11:10:00,6.82,6.83,6.83,6.81,738.0,0.01,0.15,6.82,6.812,6.7325,741.2,1210.88,1620.93,0.02
2019-06-11 11:15:00,6.82,6.85,6.83,6.81,3265.09,0.01,0.15,6.826,6.816,6.747,1285.22,1435.49,1691.22,0.11
