timestamp,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20,turnover
2019-06-10 13:55:00,5.52,5.52,5.52,5.51,1271.0,0.0,0.0,5.518,5.516,5.515,1438.2,982.5,1036.3,0.01
2019-06-10 14:00:00,5.52,5.52,5.52,5.52,469.29,0.0,0.0,5.518,5.517,5.5155,1306.86,989.13,967.02,0.0
2019-06-10 14:05:00,5.52,5.52,5.51,5.51,560.71,-0.01,-0.18,5.518,5.516,5.516,996.6,1022.8,971.35,0.0
2019-06-10 14:10:00,5.51,5.52,5.52,5.51,1196.0,0.01,0.18,5.518,5.516,5.5165,1001.2,1132.2,1012.55,0.01
2019-06-10 14:15:00,5.52,5.52,5.52,5.51,140.0,0.0,0.0,5.518,5.517,5.5165,727.4,1103.7,875.35,0.0
2019-06-10 14:20:00,5.52,5.52,5.52,5.52,284.29,0.0,0.0,5.518,5.518,5.517,530.06,984.13,814.62,0.0
2019-06-10 14:25:00,5.52,5.52,5.51,5.51,366.0,-0.01,-0.18,5.516,5.517,5.5165,509.4,908.13,714.87,0.0
2019-06-10 14:30:00,5.51,5.52,5.51,5.51,369.0,0.0,0.0,5.516,5.517,5.516,471.06,733.83,677.17,0.0
2019-06-10 14:35:00,5.51,5.52,5.51,5.5,284.0,0.0,0.0,5.514,5.516,5.5155,288.66,644.93,682.22,0.0
2019-06-10 14:40:00,5.51,5.52,5.52,5.51,607.0,0.01,0.18,5.514,5.516,5.516,382.06,554.73,708.12,0.0
2019-06-10 14:45:00,5.52,5.52,5.51,5.51,312.0,-0.01,-0.18,5.512,5.515,5.5155,387.6,458.83,720.67,0.0
2019-06-10 14:50:00,5.51,5.54,5.54,5.51,2900.97,0.03,0.54,5.518,5.517,5.517,894.59,702.0,845.56,0.02
2019-06-10 14:55:00,5.54,5.54,5.53,5.52,1944.0,-0.01,-0.18,5.522,5.519,5.5175,1209.59,840.33,931.56,0.01
2019-06-10 15:00:00,5.53,5.54,5.53,5.53,482.0,0.0,0.0,5.526,5.52,5.518,1249.19,768.93,950.56,0.0
2019-06-11 09:35:00,5.55,5.55,5.54,5.51,2212.0,-0.01,-0.18,5.53,5.522,5.5195,1570.19,976.13,1039.91,0.02
2019-06-11 09:40:00,5.55,5.55,5.55,5.53,1423.0,0.0,0.0,5.538,5.525,5.5215,1792.39,1090.0,1037.06,0.01
2019-06-11 09:45:00,5.55,5.56,5.54,5.52,1793.6,-0.01,-0.18,5.538,5.528,5.5225,1570.92,1232.76,1070.44,0.01
2019-06-11 09:50:00,5.54,5.57,5.57,5.54,3906.0,0.03,0.54,5.546,5.534,5.5255,1963.32,1586.46,1160.14,0.03
2019-06-11 09:55:00,5.57,5.58,5.56,5.54,5729.0,-0.01,-0.18,5.552,5.539,5.5275,3012.72,2130.96,1387.94,0.04
2019-06-11 10:00:00,5.56,5.58,5.58,5.55,1123.0,0.02,0.36,5.56,5.545,5.5305,2794.92,2182.56,1368.64,0.01
2019-06-11 10:05:00,5.58,5.59,5.58,5.57,3475.0,0.0,0.0,5.566,5.552,5.5335,3205.32,2498.86,1478.84,0.03
2019-06-11 10:10:00,5.58,5.59,5.58,5.56,2240.0,0.0,0.0,5.574,5.556,5.5365,3294.6,2432.76,1567.38,0.02
2019-06-11 10:15:00,5.58,5.6,5.59,5.58,5597.34,0.01,0.18,5.578,5.562,5.5405,3632.87,2798.09,1819.21,0.04
2019-06-11 10:20:00,5.59,5.6,5.6,5.59,319.0,0.01,0.18,5.586,5.569,5.5445,2550.87,2781.79,1775.36,0.0
2019-06-11 10:25:00,5.6,5.6,5.58,5.57,1523.35,-0.02,-0.36,5.586,5.573,5.5475,2630.94,2712.93,1844.53,0.01
