timestamp,open,high,low,close,volume
2019-06-11 10:46:00,6.7,6.8,6.7,6.8,797
2019-06-11 10:52:00,6.86,6.86,6.75,6.86,1380
2019-06-11 10:56:00,7.07,7.11,6.7539,6.7539,1215
2019-06-11 11:08:00,6.9,6.9,6.9,6.9,100
2019-06-11 11:28:00,7.0757,7.0757,7.0757,7.0757,1000
2019-06-11 11:33:00,7.0,7.0,7.0,7.0,400
2019-06-11 11:39:00,7.02,7.02,7.0001,7.0001,400
2019-06-11 11:40:00,7.0,7.0,7.0,7.0,236
2019-06-11 11:41:00,7.035,7.07,7.035,7.07,300
2019-06-11 11:42:00,7.01,7.01,7.01,7.01,100
2019-06-11 11:46:00,7.02,7.0458,7.0,7.0458,2500
2019-06-11 12:02:00,7.05,7.06,7.05,7.059,3500
2019-06-11 13:35:00,7.04,7.06,6.89,6.89,1100
2019-06-11 13:51:00,7.0599,7.0599,7.0599,7.0599,100
2019-06-11 13:54:00,6.89,6.89,6.89,6.89,495
2019-06-11 14:34:00,7.0585,7.0585,7.0585,7.0585,110
2019-06-11 14:35:00,7.05,7.05,7.05,7.05,200
2019-06-11 15:51:00,6.99,6.99,6.99,6.99,100
2019-06-11 15:53:00,7.05,7.05,7.05,7.05,100
2019-06-11 15:54:00,7.04,7.0599,6.93,6.93,1156
2019-06-11 15:56:00,6.95,6.95,6.95,6.95,165
2019-06-11 15:57:00,7.1401,7.185,6.95,6.95,400
2019-06-11 16:00:00,7.32,7.45,7.32,7.38,1000
2019-06-12 09:31:00,7.06,7.06,7.06,7.06,0
