timestamp,open,high,low,close,volume
2019-06-06 09:31:00,1.89,1.89,1.89,1.89,0
2019-06-06 09:33:00,1.9,1.9,1.8985,1.8985,1000
2019-06-06 09:34:00,1.9,1.9,1.9,1.9,699
2019-06-06 09:36:00,1.91,1.91,1.91,1.91,101
2019-06-06 09:55:00,1.9001,1.9001,1.9001,1.9001,500
2019-06-06 09:56:00,1.9001,1.9001,1.9001,1.9001,504
2019-06-06 11:08:00,1.91,1.91,1.91,1.91,5000
2019-06-06 11:24:00,1.91,1.91,1.91,1.91,200
2019-06-06 11:25:00,1.91,1.91,1.905,1.91,3300
2019-06-06 11:26:00,1.9,1.9,1.9,1.9,1446
2019-06-06 12:40:00,1.9035,1.9035,1.9035,1.9035,999
2019-06-06 12:50:00,1.91,1.91,1.91,1.91,278
2019-06-06 13:02:00,1.9254,1.9254,1.9254,1.9254,100
2019-06-06 13:34:00,1.9121,1.9121,1.9121,1.9121,2554
2019-06-06 13:56:00,1.93,1.93,1.93,1.93,1522
2019-06-06 13:59:00,1.91,1.93,1.91,1.93,5300
2019-06-06 14:25:00,1.93,1.93,1.93,1.93,3786
2019-06-06 14:54:00,1.94,1.94,1.94,1.94,100
2019-06-06 15:03:00,1.9355,1.94,1.9355,1.94,5348
2019-06-06 15:04:00,1.9306,1.9306,1.9306,1.9306,1600
2019-06-06 15:59:00,1.94,1.94,1.94,1.94,36437
2019-06-07 09:33:00,1.92,1.92,1.92,1.92,0
2019-06-07 09:34:00,1.9373,1.9373,1.9373,1.9373,102
2019-06-07 11:45:00,1.9004,1.9004,1.9004,1.9004,260
2019-06-07 12:01:00,1.9196,1.9196,1.9196,1.9196,500
2019-06-07 12:03:00,1.9196,1.9196,1.9196,1.9196,252
2019-06-07 12:40:00,1.915,1.92,1.915,1.915,3160
2019-06-07 13:12:00,1.91,1.91,1.91,1.91,100
2019-06-07 13:17:00,1.91,1.91,1.91,1.91,100
2019-06-07 13:23:00,1.91,1.91,1.91,1.91,100
2019-06-07 13:28:00,1.92,1.92,1.92,1.92,100
2019-06-07 13:33:00,1.91,1.91,1.91,1.91,100
2019-06-07 13:35:00,1.9156,1.9156,1.9156,1.9156,500
2019-06-07 13:39:00,1.91,1.91,1.91,1.91,105
2019-06-07 13:43:00,1.926,1.926,1.926,1.926,500
2019-06-07 13:44:00,1.92,1.92,1.92,1.92,100
2019-06-07 13:49:00,1.92,1.92,1.92,1.92,100
2019-06-07 13:54:00,1.92,1.92,1.92,1.92,100
2019-06-07 13:59:00,1.92,1.92,1.92,1.92,100
2019-06-07 14:09:00,1.92,1.92,1.92,1.92,200
2019-06-07 14:14:00,1.92,1.92,1.92,1.92,100
2019-06-07 14:18:00,1.92,1.92,1.92,1.92,100
2019-06-07 14:23:00,1.92,1.92,1.92,1.92,100
2019-06-07 14:28:00,1.92,1.92,1.92,1.92,100
2019-06-07 14:29:00,1.92,1.92,1.92,1.92,100
2019-06-07 14:32:00,1.92,1.92,1.92,1.92,100
2019-06-07 14:42:00,1.92,1.92,1.92,1.92,100
2019-06-07 14:45:00,1.92,1.92,1.92,1.92,100
2019-06-07 14:52:00,1.92,1.92,1.92,1.92,400
2019-06-07 15:01:00,1.92,1.92,1.92,1.92,100
2019-06-07 15:06:00,1.92,1.92,1.92,1.92,100
2019-06-07 15:10:00,1.92,1.92,1.92,1.92,100
2019-06-07 15:15:00,1.92,1.92,1.92,1.92,100
2019-06-07 15:19:00,1.92,1.92,1.92,1.92,100
2019-06-07 15:23:00,1.92,1.92,1.92,1.92,100
2019-06-07 15:26:00,1.92,1.92,1.92,1.92,100
2019-06-07 15:30:00,1.92,1.92,1.92,1.92,100
2019-06-07 15:32:00,1.921,1.921,1.92,1.92,1000
2019-06-07 15:34:00,1.92,1.92,1.92,1.92,100
2019-06-07 15:37:00,1.92,1.92,1.92,1.92,100
2019-06-07 15:40:00,1.92,1.92,1.92,1.92,100
2019-06-07 15:43:00,1.92,1.92,1.92,1.92,100
2019-06-07 15:46:00,1.92,1.92,1.92,1.92,100
2019-06-07 15:48:00,1.92,1.93,1.92,1.93,701
2019-06-07 15:50:00,1.91,1.91,1.91,1.91,100
2019-06-07 15:52:00,1.91,1.91,1.91,1.91,100
2019-06-07 15:55:00,1.91,1.91,1.91,1.91,100
2019-06-07 15:56:00,1.91,1.91,1.91,1.91,300
2019-06-07 15:57:00,1.91,1.91,1.91,1.91,100
