timestamp,open,high,low,close,volume
2019-06-06 10:42:00,24.85,24.85,24.85,24.85,0
2019-06-06 11:24:00,24.85,24.85,24.85,24.85,1054
2019-06-07 09:57:00,25.0,25.0,25.0,25.0,210
2019-06-10 09:31:00,25.0,25.0,25.0,25.0,0
2019-06-10 12:43:00,24.85,24.9242,24.85,24.9242,350
2019-06-10 13:04:00,24.6474,24.6474,24.6474,24.6474,400
2019-06-10 13:06:00,24.8412,24.8412,24.8412,24.8412,400
2019-06-11 11:30:00,25.0,25.0,24.9508,24.9508,509
