timestamp,open,high,low,close,volume
2019/6/12 16:00,134.72,134.88,134.68,134.87,33098
2019/6/12 15:59,134.66,134.74,134.66,134.725,13826
2019/6/12 15:58,134.77,134.77,134.67,134.67,16451
2019/6/12 15:57,134.62,134.76,134.61,134.76,26380
2019/6/12 15:56,134.65,134.7,134.61,134.61,14615
2019/6/12 15:55,134.735,134.77,134.63,134.64,23793
2019/6/12 15:54,134.76,134.77,134.73,134.735,6743
2019/6/12 15:53,134.71,134.755,134.7,134.75,11929
2019/6/12 15:52,134.74,134.745,134.685,134.7,8914
2019/6/12 15:51,134.71,134.79,134.71,134.73,10411
2019/6/12 15:50,134.69,134.705,134.6744,134.7,9003
2019/6/12 15:49,134.72,134.72,134.67,134.69,15316
2019/6/12 15:48,134.745,134.75,134.725,134.73,8295
2019/6/12 15:47,134.745,134.76,134.74,134.74,8081
2019/6/12 15:46,134.67,134.75,134.67,134.745,13964
2019/6/12 15:45,134.71,134.71,134.6799,134.6799,7401
2019/6/12 15:44,134.775,134.775,134.71,134.72,3930
2019/6/12 15:43,134.78,134.79,134.765,134.79,4573
2019/6/12 15:42,134.73,134.79,134.73,134.78,5767
2019/6/12 15:41,134.72,134.73,134.68,134.73,7381
2019/6/12 15:40,134.71,134.73,134.7,134.72,9379
2019/6/12 15:39,134.67,134.71,134.66,134.7,4324
2019/6/12 15:38,134.69,134.69,134.65,134.67,9148
2019/6/12 15:37,134.72,134.725,134.69,134.69,6578
2019/6/12 15:36,134.71,134.73,134.705,134.71,4381
2019/6/12 15:35,134.74,134.75,134.71,134.71,7219
2019/6/12 15:34,134.75,134.755,134.735,134.74,5546
2019/6/12 15:33,134.785,134.79,134.755,134.76,2093
2019/6/12 15:32,134.79,134.8,134.78,134.7964,5594
2019/6/12 15:31,134.75,134.7815,134.74,134.7815,6939
2019/6/12 15:30,134.74,134.765,134.74,134.76,3855
2019/6/12 15:29,134.715,134.775,134.71,134.77,7076
2019/6/12 15:28,134.745,134.745,134.71,134.71,2686
2019/6/12 15:27,134.77,134.77,134.74,134.745,2673
2019/6/12 15:26,134.74,134.78,134.74,134.775,5909
2019/6/12 15:25,134.77,134.77,134.72,134.74,4105
2019/6/12 15:24,134.81,134.81,134.77,134.79,2648
2019/6/12 15:23,134.78,134.82,134.78,134.81,4971
2019/6/12 15:22,134.79,134.819,134.79,134.79,1724
2019/6/12 15:21,134.81,134.83,134.8,134.8045,2617
2019/6/12 15:20,134.77,134.81,134.77,134.795,1536
2019/6/12 15:19,134.775,134.79,134.76,134.77,3697
2019/6/12 15:18,134.8021,134.8145,134.77,134.77,5343
2019/6/12 15:17,134.81,134.82,134.79,134.79,2383
2019/6/12 15:16,134.83,134.845,134.78,134.8128,3726
2019/6/12 15:15,134.83,134.84,134.81,134.831,3048
2019/6/12 15:14,134.8396,134.85,134.83,134.85,1171
2019/6/12 15:13,134.775,134.85,134.775,134.85,4169
2019/6/12 15:12,134.755,134.781,134.755,134.781,2915
2019/6/12 15:11,134.77,134.77,134.75,134.75,1276
2019/6/12 15:10,134.72,134.77,134.72,134.77,5446
2019/6/12 15:09,134.7163,134.7163,134.71,134.71,460
2019/6/12 15:08,134.72,134.7577,134.7,134.74,4512
2019/6/12 15:07,134.7,134.74,134.69,134.7085,4927
2019/6/12 15:06,134.7,134.7369,134.7,134.7369,3852
2019/6/12 15:05,134.78,134.78,134.7,134.7,2168
2019/6/12 15:04,134.78,134.7906,134.76,134.76,2640
2019/6/12 15:03,134.831,134.831,134.78,134.78,1892
2019/6/12 15:02,134.8437,134.86,134.83,134.84,4445
2019/6/12 15:01,134.92,134.92,134.86,134.86,2303
2019/6/12 15:00,134.95,134.955,134.91,134.91,2429
2019/6/12 14:59,134.95,134.96,134.94,134.9495,1507
2019/6/12 14:58,134.9757,134.9757,134.94,134.94,1730
2019/6/12 14:57,134.96,134.99,134.94,134.951,2803
2019/6/12 14:56,134.99,135,134.97,134.97,1494
2019/6/12 14:55,134.99,135,134.97,134.97,2557
2019/6/12 14:54,134.97,135.05,134.94,134.977,13238
2019/6/12 14:53,134.9942,135.02,134.9942,135.01,2558
2019/6/12 14:52,134.98,135,134.945,135,4699
2019/6/12 14:51,135.14,135.14,134.98,134.98,12002
2019/6/12 14:50,135.155,135.17,135.13,135.13,10863
2019/6/12 14:49,135.165,135.17,135.13,135.16,7641
2019/6/12 14:48,135.065,135.15,135.0623,135.15,11220
2019/6/12 14:47,134.99,135.07,134.99,135.06,6880
2019/6/12 14:46,134.97,135.02,134.94,135,12130
2019/6/12 14:45,134.9,134.98,134.9,134.96,8073
2019/6/12 14:44,134.84,134.8981,134.84,134.885,11061
2019/6/12 14:43,134.78,134.85,134.77,134.85,12483
2019/6/12 14:42,134.79,134.79,134.75,134.78,3743
2019/6/12 14:41,134.769,134.79,134.7679,134.79,1456
2019/6/12 14:40,134.73,134.765,134.73,134.765,5464
2019/6/12 14:39,134.7,134.73,134.7,134.72,4624
2019/6/12 14:38,134.68,134.71,134.68,134.7,3540
2019/6/12 14:37,134.66,134.67,134.6468,134.661,8283
2019/6/12 14:36,134.62,134.66,134.62,134.66,2710
2019/6/12 14:35,134.5855,134.62,134.58,134.62,1857
2019/6/12 14:34,134.55,134.58,134.55,134.58,3806
2019/6/12 14:33,134.56,134.57,134.53,134.53,3157
2019/6/12 14:32,134.62,134.62,134.59,134.6,1406
2019/6/12 14:31,134.63,134.6336,134.6132,134.62,2753
2019/6/12 14:30,134.61,134.63,134.5982,134.63,4589
2019/6/12 14:29,134.62,134.63,134.61,134.61,2330
2019/6/12 14:28,134.64,134.66,134.6,134.6,2150
2019/6/12 14:27,134.6,134.67,134.6,134.66,6986
2019/6/12 14:26,134.64,134.64,134.59,134.6,26688
2019/6/12 14:25,134.62,134.65,134.62,134.65,2863
2019/6/12 14:24,134.61,134.62,134.58,134.59,3262
2019/6/12 14:23,134.585,134.61,134.57,134.6034,6060
2019/6/12 14:22,134.535,134.59,134.48,134.59,15167
2019/6/12 14:21,134.46,134.55,134.46,134.5414,8242
2019/6/12 14:20,134.4446,134.45,134.4446,134.45,863
2019/6/12 14:19,134.46,134.47,134.45,134.46,4354
2019/6/12 14:18,134.5,134.5,134.46,134.46,4777
2019/6/12 14:17,134.495,134.52,134.48,134.49,2443
2019/6/12 14:16,134.485,134.53,134.48,134.5133,6433
2019/6/12 14:15,134.46,134.48,134.4488,134.48,7454
2019/6/12 14:14,134.505,134.505,134.46,134.47,5948
2019/6/12 14:13,134.46,134.51,134.4563,134.51,7500
2019/6/12 14:12,134.46,134.47,134.44,134.45,10836
2019/6/12 14:11,134.44,134.46,134.43,134.45,5917
