timestamp,open,high,low,close,volume
2019-06-06 09:43:00,5.74,5.74,5.74,5.74,0
2019-06-06 09:44:00,5.58,5.59,5.58,5.59,1500
2019-06-06 09:57:00,5.6101,5.6101,5.6101,5.6101,1000
2019-06-06 10:15:00,5.64,5.68,5.64,5.68,500
2019-06-06 10:16:00,5.68,5.78,5.68,5.74,1500
2019-06-06 10:45:00,5.758,5.758,5.758,5.758,167
2019-06-06 11:13:00,5.7527,5.7527,5.7527,5.7527,1000
2019-06-06 11:19:00,5.7527,5.7527,5.7527,5.7527,1000
2019-06-06 11:55:00,5.7527,5.7527,5.75,5.75,3000
2019-06-06 13:19:00,5.75,5.75,5.75,5.75,203
2019-06-06 14:19:00,5.75,5.75,5.75,5.75,110
2019-06-06 15:17:00,5.79,5.79,5.79,5.79,119
2019-06-06 15:51:00,5.75,5.8,5.75,5.8,559
2019-06-06 15:52:00,5.79,5.79,5.79,5.79,1014
2019-06-06 15:55:00,5.8,5.8,5.8,5.8,100
2019-06-06 15:56:00,5.8,5.8,5.8,5.8,12432
2019-06-07 11:33:00,5.82,5.82,5.82,5.82,0
2019-06-07 11:37:00,5.82,5.82,5.82,5.82,100
2019-06-07 13:04:00,5.79,5.79,5.79,5.79,100
2019-06-07 13:38:00,5.799,5.799,5.799,5.799,2040
2019-06-07 13:39:00,5.8,5.8,5.7999,5.7999,3969
2019-06-07 15:03:00,5.85,5.85,5.85,5.85,1000
2019-06-07 15:04:00,5.85,5.85,5.8423,5.8423,5651
2019-06-10 09:31:00,5.79,5.79,5.79,5.79,0
2019-06-10 09:32:00,5.85,5.85,5.85,5.85,100
2019-06-10 09:41:00,5.85,5.8546,5.85,5.8546,811
2019-06-10 10:07:00,5.8499,5.8499,5.8499,5.8499,1000
2019-06-10 10:10:00,5.8499,5.8499,5.8499,5.8499,1000
2019-06-10 10:28:00,5.85,5.85,5.85,5.85,1000
2019-06-10 10:35:00,5.83,5.83,5.83,5.83,100
2019-06-10 10:49:00,5.83,5.83,5.83,5.83,100
2019-06-10 12:41:00,5.83,5.83,5.83,5.83,102
2019-06-10 13:14:00,5.6436,5.6436,5.6436,5.6436,200
2019-06-10 14:24:00,5.72,5.72,5.71,5.71,509
2019-06-10 14:31:00,5.71,5.71,5.71,5.71,1492
2019-06-10 15:17:00,5.7527,5.7527,5.7527,5.7527,1000
2019-06-10 15:27:00,5.795,5.795,5.795,5.795,200
2019-06-10 15:28:00,5.76,5.76,5.76,5.76,200
2019-06-10 15:31:00,5.76,5.76,5.75,5.75,1487
2019-06-10 15:54:00,5.77,5.77,5.77,5.77,181
2019-06-11 09:43:00,5.8124,5.8124,5.46,5.46,0
2019-06-11 10:17:00,5.64,5.64,5.64,5.64,210
2019-06-11 10:18:00,5.7,5.82,5.7,5.76,1500
2019-06-11 10:44:00,5.82,5.82,5.82,5.82,100
2019-06-11 14:39:00,5.7279,5.7279,5.7279,5.7279,100
2019-06-11 15:07:00,5.78,5.78,5.78,5.78,149
2019-06-11 15:22:00,5.751,5.7525,5.75,5.7525,1210
2019-06-11 15:45:00,5.75,5.75,5.75,5.75,100
2019-06-11 16:00:00,5.79,5.79,5.79,5.79,100
